"","control_choroid-1","control_choroid-2","control_choroid-3","CNV_choroid-1","CNV_choroid-2","CNV_choroid-3"
"1",0.94122931505781,0.94122931505781,0.854285809398166,-0.908296168974613,-0.943863966744467,-0.88458430379471
"2",0.571935553213848,0.986921349964361,1.13057027960877,-0.816670766682098,-0.944358704143794,-0.928397711961082
"3",0.437941672409829,0.834291118948333,1.34807743853528,-0.809825103729906,-0.89790275851624,-0.912582367647296
"4",0.922712232187401,0.838096699978076,0.975093275936031,-0.926741543244988,-0.906594987957053,-0.902565676899467
"5",0.769030574310328,1.03050096957584,0.922836689172394,-0.938217300658599,-0.784411185796534,-0.999739746603426
"6",0.817921933360347,0.737994708602007,1.13763083239371,-0.700695337048114,-1.08434601588815,-0.908506121419799
"7",0.873319105163441,0.93770788664583,0.926606372597143,-0.889601325768183,-0.93844798758241,-0.909584051055821
"8",0.825729027692476,1.18229383510514,0.694363046014128,-0.889535361650532,-0.949588381846348,-0.863262165314861
"9",0.871171730153417,0.893841626477112,0.971566985301209,-0.935942862506831,-0.922988636036148,-0.877648843388758
"10",0.756890747995795,1.08327074199809,0.878117602910934,-0.800408080529435,-0.921634935444573,-0.996236076930812
"11",0.978667004525536,0.572018664694981,1.13319337366115,-0.900048325491628,-0.769920856745851,-1.01390986064418
"12",1.06576528107678,0.783562643270536,0.867623003468141,-0.777558331827848,-1.04775234674872,-0.891640249238884
"13",1.05102017608223,0.854377691524913,0.823864202541881,-0.901843118831852,-0.956089321468355,-0.87132962984882
"14",1.10657490827497,0.873433935233829,0.736590320622725,-0.854850234484171,-0.986625567072641,-0.875123362574705
"15",0.990586292967968,0.867321271841207,0.867321271841207,-0.810154885231694,-1.0674036249745,-0.847670326444186
"16",0.545015526265419,1.44390369280744,0.607007813613144,-0.834312867221471,-0.911803226406128,-0.849810939058403
"17",0.997659721658309,0.905118461878775,0.832059572579142,-0.911612585372076,-0.911612585372076,-0.911612585372076
"18",1.02088155453503,0.777671537131099,0.930803770311353,-0.897775249429338,-0.95632580917473,-0.875255803373418
"19",0.910232199317791,0.896604268697937,0.930674095247574,-0.885247659848058,-0.960201278257259,-0.892061625157986
